TEST_RESULT,Sum
100이상 (1258.9/㎕),1
100이상 (15796.7/㎕),1
25-50 (212.2/㎕),1
50-99 (439.3/㎕),1
25-50 (173.3/㎕),1
100이상 (958.4/㎕),1
100이상 (872.8/㎕),1
100이상 (7806.2/㎕),1
50-99 (449.7/㎕),1
100이상 (671.3/㎕),1
100이상 (837.9/㎕),1
100이상 (2724.3/㎕),1
100이상 (1386.2/㎕),1
50-99 (397.5/㎕),1
100이상 (779.4/㎕),1
25-50 (194.8/㎕),1
100이상 (703.4/㎕),1
50-99 (355.7/㎕),1
10-25 (130.2/㎕),1
100이상 (22045.3/㎕),1
100이상 (3588.5/㎕),1
50-99 (412.3/㎕),1
50-99 (450.2/㎕),1
100이상 (23249.5/㎕),1
100이상 (21186.5/㎕),1
50-99 (334.0/㎕),1
25-50 (199.2/㎕),1
50-99 (391.7/㎕),1
50-99 (374.0/㎕),1
50-99 (519.4/㎕),1
25-50 (149.3/㎕),1
100이상 (6463.1/㎕),1
100이상 (9083.7/㎕),1
100이상 (910.1/㎕),1
100이상 (737.2/㎕),1
100이상 (1227.5/㎕),1
25-50 (231.5/㎕),1
100이상 (1783.1/㎕),1
100이상 (1104.9/㎕),1
25-50 (207.9/㎕),1
25-50 (173.9/㎕),1
25-50 (242.4/㎕),1
100이상 (829.3/㎕),1
25-50 (157.7/㎕),1
100이상 (727.9/㎕),1
10-25 (78.0/㎕),1
100이상 (781.4/㎕),1
100이상 (1688.0/㎕),1
25-50 (181.5/㎕),1
25-50 (161.2/㎕),1
50-99 (372.4/㎕),1
100이상 (12435.2/㎕),1
100이상 (9632.6/㎕),1
50-99 (351.4/㎕),1
10-25 (104.5/㎕),1
100이상 (4636.4/㎕),1
100이상 (1057.7/㎕),1
100이상 (5265.0/㎕),1
100이상 (1329.2/㎕),1
100이상 (2054.0/㎕),1
25-50 (226.1/㎕),1
100이상 (702.8/㎕),1
50-99 (421.6/㎕),1
100이상 (6587.2/㎕),1
100이상 (1223.2/㎕),1
50-99 (324.5/㎕),1
10-25 (136.6/㎕),1
50-99 (554.0/㎕),1
100이상 (3258.8/㎕),1
100이상 (31620.5/㎕),1
100이상 (17465.4/㎕),1
100이상 (3049.7/㎕),1
100이상 (631.4/㎕),1
100이상 (1130.3/㎕),1
100이상 (760.6/㎕),1
100이상 (678.4/㎕),1
100이상 (1241.4/㎕),1
100이상 (1251.4/㎕),1
100이상 (1239.3/㎕),1
50-99 (336.8/㎕),1
100이상 (640.8/㎕),1
10-25 (124.4/㎕),1
25-50 (214.7/㎕),1
25-50 (221.2/㎕),1
25-50 (217.9/㎕),1
100이상 (708.7/㎕),1
100이상 (1766.2/㎕),1
10-25 (133.9/㎕),1
100이상 (920.2/㎕),1
100이상 (4538.4/㎕),1
50-99 (473.5/㎕),1
50-99 (489.5/㎕),1
100이상 (3019.3/㎕),1
25-50 (239.5/㎕),1
100이상 (2886.3/㎕),1
100이상 (2777.1/㎕),1
10-25 (112.5/㎕),1
100이상 (1329.4/㎕),1
10-25 (107.2/㎕),1
25-50 (275.2/㎕),1
25-50 (172.4/㎕),1
100이상 (7397.8/㎕),1
100이상 (3778.3/㎕),1
50-99 (372.8/㎕),1
100이상 (1730.3/㎕),1
100이상 (2992.1/㎕),1
50-99 (401.0/㎕),1
100이상 (610.7/㎕),1
100이상 (1574.0/㎕),1
100이상 (13019.9/㎕),1
100이상 (8160.9/㎕),1
100이상 (2284.8/㎕),1
100이상 (1813.3/㎕),1
100이상 (4334.7/㎕),1
100이상 (980.5/㎕),1
10-25 (134.9/㎕),1
50-99 (503.3/㎕),1
25-50 (265.1/㎕),1
50-99 (296.3/㎕),1
100이상 (869.8/㎕),1
100이상 (6353.5/㎕),1
25-50 (265.3/㎕),1
100이상 (585.6/㎕),1
100이상 (1939.5/㎕),1
50-99 (429.6/㎕),1
100이상 (5834.6/㎕),1
50-99 (384.5/㎕),1
100이상 (1572.9/㎕),1
50-99 (315.7/㎕),1
100이상 (3307.8/㎕),1
50-99 (499.5/㎕),1
10-25 (105.1/㎕),1
100이상 (9101.4/㎕),1
100이상 (581.3/㎕),1
50-99 (365.9/㎕),1
10-25 (81.4/㎕),1
100이상 (802.7/㎕),1
50-99 (408.5/㎕),1
100이상 (34909.4/㎕),1
100이상 (5336.7/㎕),1
100이상 (1824.1/㎕),1
100이상 (585.2/㎕),1
100이상 (4070.4/㎕),1
25-50 (238.0/㎕),1
100이상 (4932.0/㎕),1
25-50 (164.3/㎕),1
100이상 (20088.9/㎕),1
50-99 (390.2/㎕),1
100이상 (732.3/㎕),1
100이상 (1464.0/㎕),1
10-25 (118.3/㎕),1
25-50 (257.3/㎕),1
25-50 (162.6/㎕),1
50-99 (399.8/㎕),1
50-99 (400.9/㎕),1
100이상 (1492.0/㎕),1
100이상 (16312.9/㎕),1
100이상 (2887.3/㎕),1
100이상 (807.5/㎕),1
10-25 (138.3/㎕),1
100이상 (616.3/㎕),1
25-50 (235.9/㎕),1
100이상 (2323.8/㎕),1
50-99 (349.4/㎕),1
100이상 (753.3/㎕),1
100이상 (1178.2/㎕),1
100이상 (1179.5/㎕),1
10-25 (130.4/㎕),1
100이상 (801.8/㎕),1
100이상 (1124.7/㎕),1
10-25 (127.6/㎕),1
25-50 (158.0/㎕),1
100이상 (733.2/㎕),1
100이상 (993.3/㎕),1
25-50 (208.7/㎕),1
100이상 (1576.8/㎕),1
100이상 (11888.4/㎕),1
25-50 (265.9/㎕),1
100이상 (1756.8/㎕),1
50-99 (379.6/㎕),1
50-99 (389.3/㎕),1
100이상 (20298.6/㎕),1
25-50 (215.3/㎕),1
100이상 (5423.3/㎕),1
100이상 (12787.1/㎕),1
100이상 (1128.4/㎕),1
100이상 (1758.6/㎕),1
100이상 (894.1/㎕),1
25-50 (237.4/㎕),1
50-99 (304.5/㎕),1
100이상 (1456.3/㎕),1
100이상 (1439.7/㎕),1
100이상 (715.7/㎕),1
100이상 (718.7/㎕),1
100이상 (2263.4/㎕),1
50-99 (484.4/㎕),1
100이상 (2946.9/㎕),1
50-99 (529.5/㎕),1
100이상 (4672.8/㎕),1
100이상 (2637.5/㎕),1
100이상 (4826.9/㎕),1
100이상 (1856.5/㎕),1
100이상 (3704.7/㎕),1
100이상 (1467.0/㎕),1
100이상 (12207.8/㎕),1
50-99 (438.8/㎕),1
100이상 (26281.4/㎕),1
100이상 (3485.6/㎕),1
50-99 (506.5/㎕),1
50-99 (395.9/㎕),1
100이상 (3947.0/㎕),1
50-99 (321.7/㎕),1
25-50 (268.4/㎕),1
100이상 (2048.8/㎕),1
100이상 (2163.1/㎕),1
50-99 (382.5/㎕),1
100이상 (1158.1/㎕),1
100이상 (956.7/㎕),1
100이상 (1542.4/㎕),1
10-25 (106.6/㎕),1
10-25 (131.9/㎕),1
10-25 (125.8/㎕),1
100이상 (3415.7/㎕),1
100이상 (1924.6/㎕),1
100이상 (6557.5/㎕),1
100이상 (2147.6/㎕),1
100이상 (16762.2/㎕),1
100이상 (946.4/㎕),1
100이상 (1399.6/㎕),1
50-99 (311.6/㎕),1
100이상 (991.3/㎕),1
100이상 (582.3/㎕),1
100이상 (18908.6/㎕),1
100이상 (5641.5/㎕),1
25-50 (230.8/㎕),1
100이상 (3369.1/㎕),1
25-50 (272.4/㎕),1
100이상 (1314.6/㎕),1
100이상 (596.6/㎕),1
100이상 (1399.8/㎕),1
100이상 (2944.1/㎕),1
25-50 (193.0/㎕),1
100이상 (1975.4/㎕),1
100이상 (746.5/㎕),1
100이상 (4749.3/㎕),1
100이상 (750.0/㎕),1
100이상 (2997.8/㎕),1
100이상 (2097.7/㎕),1
100이상 (886.1/㎕),1
25-50 (229.3/㎕),1
100이상 (1379.9/㎕),1
25-50 (183.4/㎕),1
25-50 (141.4/㎕),1
100이상 (1068.0/㎕),1
100이상 (11252.5/㎕),1
100이상 (668.9/㎕),1
100이상 (2437.9/㎕),1
100이상 (1943.9/㎕),1
100이상 (4159.1/㎕),1
100이상 (562.6/㎕),1
100이상 (3346.6/㎕),1
100이상 (4991.7/㎕),1
25-50 (204.4/㎕),1
50-99 (356.3/㎕),1
100이상 (6825.0/㎕),1
100이상 (5262.4/㎕),1
100이상 (3639.2/㎕),1
100이상 (1337.6/㎕),1
100이상 (24504.0/㎕),1
100이상 (2348.0/㎕),1
50-99 (485.4/㎕),1
100이상 (12400.7/㎕),1
25-50 (188.6/㎕),1
50-99 (285.2/㎕),1
100이상 (1774.2/㎕),1
100이상 (1058.5/㎕),1
100이상 (1139.5/㎕),1
100이상 (2441.3/㎕),1
100이상 (1008.0/㎕),1
100이상 (1845.2/㎕),1
10-25 (57.4/㎕),1
100이상 (1392.4/㎕),1
100이상 (2858.6/㎕),1
100이상 (4947.0/㎕),1
100이상 (575.0/㎕),1
100이상 (822.2/㎕),1
50-99 (305.0/㎕),1
100이상 (2403.6/㎕),1
50-99 (446.5/㎕),1
100이상 (1475.3/㎕),1
25-50 (231.2/㎕),1
25-50 (274.7/㎕),1
100이상 (2647.0/㎕),1
100이상 (1988.1/㎕),1
100이상 (29041.8/㎕),1
25-50 (205.1/㎕),1
100이상 (2029.3/㎕),1
100이상 (2980.2/㎕),1
100이상 (899.5/㎕),1
25-50 (163.6/㎕),1
100이상 (777.0/㎕),1
100이상 (1847.3/㎕),1
100이상 (4668.7/㎕),1
100이상 (782.5/㎕),1
100이상 (3339.6/㎕),1
100이상 (1297.4/㎕),1
50-99 (362.1/㎕),1
10-25 (106.4/㎕),1
100이상 (1100.1/㎕),1
100이상 (1180.5/㎕),1
25-50 (180.4/㎕),1
100이상 (1248.9/㎕),1
10-25 (117.7/㎕),1
100이상 (1787.5/㎕),1
50-99 (445.2/㎕),1
100이상 (894.4/㎕),1
100이상 (1585.9/㎕),1
100이상 (4134.3/㎕),1
10-25 (138.1/㎕),1
100이상 (1065.6/㎕),1
50-99 (488.3/㎕),1
100이상 (2513.1/㎕),1
100이상 (2103.6/㎕),1
100이상 (1051.5/㎕),1
25-50 (261.4/㎕),1
25-50 (182.0/㎕),1
10-25 (93.5/㎕),1
50-99 (295.4/㎕),1
100이상 (22853.2/㎕),1
100이상 (891.4/㎕),1
25-50 (251.5/㎕),1
25-50 (252.2/㎕),1
100이상 (23111.7/㎕),1
10-25 (133.8/㎕),1
100이상 (4785.1/㎕),1
100이상 (17725.2/㎕),1
100이상 (9314.4/㎕),1
100이상 (10095.0/㎕),1
100이상 (24128.0/㎕),1
100이상 (4985.7/㎕),1
25-50 (189.9/㎕),1
100이상 (2400.7/㎕),1
100이상 (749.9/㎕),1
100이상 (5723.6/㎕),1
100이상 (3120.9/㎕),1
100이상 (3447.0/㎕),1
100이상 (1953.9/㎕),1
100이상 (7675.7/㎕),1
100이상 (571.4/㎕),1
100이상 (1672.4/㎕),1
25-50 (203.2/㎕),1
50-99 (555.4/㎕),1
25-50 (196.2/㎕),1
100이상 (774.4/㎕),1
50-99 (341.4/㎕),1
100이상 (2274.7/㎕),1
50-99 (338.4/㎕),1
25-50 (231.7/㎕),1
100이상 (589.7/㎕),1
50-99 (378.9/㎕),1
25-50 (183.0/㎕),1
50-99 (507.8/㎕),1
5-10 (48.2/㎕),1
100이상 (9169.3/㎕),1
50-99 (478.9/㎕),1
100이상 (4164.8/㎕),1
100이상 (1451.1/㎕),1
100이상 (662.3/㎕),1
10-25 (65.5/㎕),1
10-25 (90.0/㎕),1
25-50 (142.7/㎕),1
10-25 (58.7/㎕),1
25-50 (148.0/㎕),1
25-50 (145.4/㎕),1
25-50 (206.9/㎕),1
50-99 (308.7/㎕),1
50-99 (347.4/㎕),1
50-99 (327.7/㎕),1
10-25 (87.1/㎕),1
50-99 (303.9/㎕),1
50-99 (479.7/㎕),1
100이상 (3437.6/㎕),1
100이상 (915.1/㎕),1
100이상 (2432.3/㎕),1
100이상 (1264.1/㎕),1
100이상 (6260.0/㎕),1
100이상 (737.8/㎕),1
50-99 (490.9/㎕),1
100이상 (1442.3/㎕),1
100이상 (3109.2/㎕),1
100이상 (1835.0/㎕),1
100이상 (1331.7/㎕),1
100이상 (17232.0/㎕),1
100이상 (3839.9/㎕),1
100이상 (31258.2/㎕),1
100이상 (1920.2/㎕),1
100이상 (3051.0/㎕),1
100이상 (7794.2/㎕),1
25-50 (194.7/㎕),1
100이상 (1252.4/㎕),1
25-50 (231.9/㎕),1
100이상 (1837.4/㎕),1
100이상 (5434.0/㎕),1
100이상 (1900.9/㎕),1
100이상 (2945.4/㎕),1
100이상 (1272.2/㎕),1
50-99 (342.1/㎕),1
100이상 (1177.7/㎕),1
100이상 (6587.4/㎕),1
25-50 (224.6/㎕),1
100이상 (13325.2/㎕),1
100이상 (3189.9/㎕),1
100이상 (6103.5/㎕),1
100이상 (2126.5/㎕),1
100이상 (10961.7/㎕),1
100이상 (6048.7/㎕),1
100이상 (4699.6/㎕),1
100이상 (2992.3/㎕),1
100이상 (2187.8/㎕),1
100이상 (1551.8/㎕),1
100이상 (717.0/㎕),1
100이상 (4608.7/㎕),1
50-99 (456.0/㎕),1
100이상 (1197.9/㎕),1
50-99 (395.2/㎕),1
100이상 (11624.2/㎕),1
100이상 (1944.6/㎕),1
100이상 (768.8/㎕),1
100이상 (1117.9/㎕),1
100이상 (1666.2/㎕),1
100이상 (5366.3/㎕),1
100이상 (2678.8/㎕),1
100이상 (3021.8/㎕),1
100이상 (621.9/㎕),1
50-99 (317.7/㎕),1
50-99 (321.0/㎕),1
100이상 (725.7/㎕),1
100이상 (2637.3/㎕),1
50-99 (406.3/㎕),1
50-99 (305.4/㎕),1
10-25 (113.9/㎕),1
10-25 (85.8/㎕),1
100이상 (690.8/㎕),1
25-50 (140.9/㎕),1
100이상 (932.7/㎕),1
10-25 (92.3/㎕),1
25-50 (239.7/㎕),1
100이상 (691.8/㎕),1
50-99 (297.5/㎕),1
100이상 (623.0/㎕),1
10-25 (137.0/㎕),1
100이상 (899.8/㎕),1
25-50 (148.5/㎕),1
25-50 (240.3/㎕),1
10-25 (109.9/㎕),1
50-99 (503.7/㎕),1
25-50 (276.5/㎕),1
100이상 (1296.2/㎕),1
50-99 (283.1/㎕),1
50-99 (332.0/㎕),1
100이상 (871.7/㎕),1
100이상 (903.2/㎕),1
50-99 (418.4/㎕),1
10-25 (65.0/㎕),1
5-10 (54.6/㎕),1
10-25 (119.9/㎕),1
25-50 (217.3/㎕),1
25-50 (176.5/㎕),1
100이상 (4668.2/㎕),1
50-99 (286.7/㎕),1
50-99 (379.4/㎕),1
50-99 (429.8/㎕),1
100이상 (1417.6/㎕),1
100이상 (1281.9/㎕),1
25-50 (200.0/㎕),1
100이상 (1099.9/㎕),1
100이상 (1064.3/㎕),1
100이상 (967.3/㎕),1
100이상 (1469.5/㎕),1
100이상 (1224.3/㎕),1
50-99 (407.1/㎕),1
100이상 (8493.8/㎕),1
100이상 (3751.2/㎕),1
100이상 (3395.8/㎕),1
100이상 (3315.4/㎕),1
50-99 (376.1/㎕),1
10-25 (80.7/㎕),1
100이상 (10641.0/㎕),1
100이상 (2893.1/㎕),1
50-99 (549.3/㎕),1
100이상 (6525.3/㎕),1
100이상 (8330.6/㎕),1
100이상 (2371.4/㎕),1
25-50 (173.1/㎕),1
50-99 (420.9/㎕),1
100이상 (2142.7/㎕),1
100이상 (1169.6/㎕),1
100이상 (18160.8/㎕),1
100이상 (2498.7/㎕),1
100이상 (3373.6/㎕),1
100이상 (2252.2/㎕),1
100이상 (10507.2/㎕),1
10-25 (65.8/㎕),1
100이상 (1993.5/㎕),1
100이상 (3989.6/㎕),1
100이상 (1668.4/㎕),1
50-99 (486.2/㎕),1
100이상 (730.5/㎕),1
100이상 (631.3/㎕),1
100이상 (7553.7/㎕),1
100이상 (785.8/㎕),1
50-99 (539.2/㎕),1
100이상 (2545.3/㎕),1
100이상 (4934.2/㎕),1
100이상 (1943.6/㎕),1
100이상 (721.7/㎕),1
50-99 (337.3/㎕),1
25-50 (183.1/㎕),1
25-50 (208.3/㎕),1
25-50 (269.8/㎕),1
50-99 (453.8/㎕),1
100이상 (674.3/㎕),1
100이상 (10646.8/㎕),1
100이상 (868.9/㎕),1
100이상 (4595.6/㎕),1
100이상 (27233.4/㎕),1
100이상 (27083.1/㎕),1
100이상 (1979.0/㎕),1
100이상 (2753.2/㎕),1
100이상 (4550.0/㎕),1
100이상 (1762.1/㎕),1
25-50 (214.9/㎕),1
100이상 (1301.6/㎕),1
50-99 (342.4/㎕),1
25-50 (213.7/㎕),1
50-99 (311.9/㎕),1
100이상 (803.9/㎕),1
100이상 (6150.0/㎕),1
100이상 (2447.5/㎕),1
100이상 (3512.6/㎕),1
100이상 (2871.4/㎕),1
100이상 (1899.3/㎕),1
100이상 (1927.9/㎕),1
100이상 (2599.6/㎕),1
100이상 (9107.0/㎕),1
100이상 (1511.5/㎕),1
100이상 (1302.7/㎕),1
100이상 (4202.8/㎕),1
100이상 (1473.2/㎕),1
100이상 (1915.4/㎕),1
100이상 (1907.4/㎕),1
100이상 (1787.3/㎕),1
100이상 (857.2/㎕),1
10-25 (129.9/㎕),1
100이상 (3138.3/㎕),1
100이상 (3596.3/㎕),1
100이상 (1500.5/㎕),1
100이상 (1252.7/㎕),1
100이상 (6016.5/㎕),1
100이상 (6994.1/㎕),1
100이상 (2275.0/㎕),1
100이상 (3539.1/㎕),1
100이상 (3174.3/㎕),1
100이상 (1554.5/㎕),1
100이상 (2138.0/㎕),1
100이상 (914.7/㎕),1
50-99 (361.1/㎕),1
100이상 (1342.3/㎕),1
100이상 (874.8/㎕),1
50-99 (547.9/㎕),1
100이상 (2843.5/㎕),1
10-25 (76.6/㎕),1
100이상 (1460.3/㎕),1
100이상 (1105.1/㎕),1
100이상 (10977.1/㎕),1
100이상 (2658.5/㎕),1
25-50 (155.8/㎕),1
100이상 (1155.5/㎕),1
100이상 (19730.7/㎕),1
100이상 (1896.7/㎕),1
100이상 (1950.0/㎕),1
100이상 (3398.5/㎕),1
50-99 (291.2/㎕),1
25-50 (245.3/㎕),1
100이상 (642.4/㎕),1
100이상 (594.5/㎕),1
100이상 (1863.1/㎕),1
100이상 (21847.6/㎕),1
100이상 (3634.0/㎕),1
100이상 (1380.3/㎕),1
100이상 (1720.6/㎕),1
50-99 (486.4/㎕),1
50-99 (453.4/㎕),1
100이상 (1041.7/㎕),1
50-99 (302.3/㎕),1
50-99 (290.1/㎕),1
100이상 (2204.7/㎕),1
100이상 (1403.9/㎕),1
25-50 (254.0/㎕),1
50-99 (523.6/㎕),1
25-50 (175.9/㎕),1
25-50 (264.5/㎕),1
25-50 (277.4/㎕),1
100이상 (606.3/㎕),1
100이상 (1259.8/㎕),1
100이상 (6310.4/㎕),1
100이상 (3130.1/㎕),1
100이상 (2363.4/㎕),1
25-50 (198.4/㎕),1
100이상 (15198.9/㎕),1
100이상 (3867.3/㎕),1
100이상 (5395.9/㎕),1
100이상 (9014.8/㎕),1
100이상 (2911.6/㎕),1
50-99 (339.3/㎕),1
25-50 (162.8/㎕),1
25-50 (268.7/㎕),1
100이상 (1341.0/㎕),1
25-50 (221.8/㎕),1
10-25 (105.5/㎕),1
10-25 (73.5/㎕),1
25-50 (230.9/㎕),1
10-25 (130.5/㎕),1
100이상 (45014.1/㎕),1
100이상 (2815.6/㎕),1
100이상 (1611.7/㎕),1
100이상 (6579.1/㎕),1
100이상 (48527.0/㎕),1
100이상 (6879.2/㎕),1
100이상 (16850.5/㎕),1
100이상 (909.7/㎕),1
100이상 (14456.4/㎕),1
100이상 (29873.1/㎕),1
100이상 (5426.1/㎕),1
100이상 (5439.5/㎕),1
100이상 (58629.8/㎕),1
100이상 (57750.1/㎕),1
100이상 (23938.7/㎕),1
100이상 (1169.9/㎕),1
25-50 (241.7/㎕),1
100이상 (43409.8/㎕),1
100이상 (3896.9/㎕),1
50-99 (341.0/㎕),1
50-99 (522.8/㎕),1
100이상 (2352.0/㎕),1
100이상 (3851.5/㎕),1
100이상 (614.8/㎕),1
100이상 (5967.8/㎕),1
100이상 (32161.2/㎕),1
100이상 (18718.4/㎕),1
100이상 (1304.9/㎕),1
100이상 (10089.8/㎕),1
10-25 (101.3/㎕),1
100이상 (1421.4/㎕),1
50-99 (461.0/㎕),1
100이상 (1216.5/㎕),1
100이상 (1751.1/㎕),1
50-99 (391.4/㎕),1
100이상 (4614.0/㎕),1
100이상 (1070.4/㎕),1
100이상 (2115.9/㎕),1
100이상 (3118.8/㎕),1
100이상 (875.6/㎕),1
100이상 (2208.7/㎕),1
100이상 (1759.2/㎕),1
50-99 (314.2/㎕),1
50-99 (321.6/㎕),1
50-99 (399.5/㎕),1
100이상 (997.7/㎕),1
50-99 (508.6/㎕),1
50-99 (363.6/㎕),1
50-99 (388.5/㎕),1
50-99 (345.4/㎕),1
50-99 (450.8/㎕),1
100이상 (1286.6/㎕),1
100이상 (584.1/㎕),1
100이상 (2731.9/㎕),1
50-99 (441.9/㎕),1
100이상 (601.0/㎕),1
50-99 (518.5/㎕),1
25-50 (206.6/㎕),1
50-99 (322.3/㎕),1
100이상 (660.2/㎕),1
100이상 (4360.0/㎕),1
100이상 (1319.1/㎕),1
100이상 (578.8/㎕),1
100이상 (8093.2/㎕),1
100이상 (1076.9/㎕),1
100이상 (13106.5/㎕),1
100이상 (1435.2/㎕),1
100이상 (680.7/㎕),1
100이상 (1999.0/㎕),1
100이상 (1743.8/㎕),1
50-99 (517.0/㎕),1
50-99 (373.1/㎕),1
50-99 (542.0/㎕),1
100이상 (1160.2/㎕),1
100이상 (1741.1/㎕),1
50-99 (429.3/㎕),1
100이상 (1379.7/㎕),1
100이상 (579.9/㎕),1
25-50 (226.8/㎕),1
25-50 (222.0/㎕),1
25-50 (256.8/㎕),1
100이상 (592.0/㎕),1
10-25 (105.0/㎕),1
100이상 (804.6/㎕),1
100이상 (1725.9/㎕),1
50-99 (359.6/㎕),1
100이상 (987.8/㎕),1
25-50 (233.2/㎕),1
100이상 (5382.6/㎕),1
100이상 (8185.0/㎕),1
50-99 (324.7/㎕),1
100이상 (4638.0/㎕),1
25-50 (258.3/㎕),1
50-99 (364.4/㎕),1
100이상 (951.6/㎕),1
100이상 (700.2/㎕),1
100이상 (1496.4/㎕),1
100이상 (1075.5/㎕),1
100이상 (4145.6/㎕),1
100이상 (1567.6/㎕),1
25-50 (196.6/㎕),1
100이상 (999.4/㎕),1
100이상 (807.1/㎕),1
25-50 (227.1/㎕),1
100이상 (1032.4/㎕),1
100이상 (2367.7/㎕),1
100이상 (5421.4/㎕),1
100이상 (6781.1/㎕),1
100이상 (4462.0/㎕),1
100이상 (832.9/㎕),1
100이상 (2143.3/㎕),1
100이상 (2778.1/㎕),1
50-99 (312.6/㎕),1
100이상 (3659.5/㎕),1
100이상 (701.4/㎕),1
100이상 (12649.1/㎕),1
100이상 (2941.9/㎕),1
100이상 (3771.4/㎕),1
50-99 (369.2/㎕),1
100이상 (1038.6/㎕),1
100이상 (14175.0/㎕),1
100이상 (11289.2/㎕),1
100이상 (10404.5/㎕),1
100이상 (4478.1/㎕),1
100이상 (1421.7/㎕),1
100이상 (6278.9/㎕),1
100이상 (6841.9/㎕),1
100이상 (3827.5/㎕),1
100이상 (12875.1/㎕),1
100이상 (14806.6/㎕),1
100이상 (2636.2/㎕),1
100이상 (32124.9/㎕),1
100이상 (913.9/㎕),1
50-99 (474.1/㎕),1
100이상 (1092.2/㎕),1
100이상 (31359.4/㎕),1
50-99 (307.8/㎕),1
100이상 (20420.3/㎕),1
100이상 (1030.1/㎕),1
25-50 (240.4/㎕),1
50-99 (323.9/㎕),1
50-99 (302.6/㎕),1
100이상 (1131.2/㎕),1
100이상 (1608.3/㎕),1
100이상 (574.6/㎕),1
25-50 (266.4/㎕),1
50-99 (329.7/㎕),1
100이상 (5552.2/㎕),1
10-25 (98.0/㎕),1
100이상 (3599.3/㎕),1
25-50 (244.0/㎕),1
100이상 (628.5/㎕),1
50-99 (325.3/㎕),1
25-50 (251.2/㎕),1
10-25 (75.6/㎕),1
100이상 (32724.8/㎕),1
100이상 (25102.9/㎕),1
100이상 (11067.3/㎕),1
25-50 (247.1/㎕),1
100이상 (2267.8/㎕),1
25-50 (222.4/㎕),1
100이상 (6456.3/㎕),1
100이상 (762.9/㎕),1
100이상 (2099.7/㎕),1
100이상 (3820.3/㎕),1
100이상 (6856.5/㎕),1
100이상 (1452.8/㎕),1
100이상 (1990.4/㎕),1
100이상 (3909.7/㎕),1
100이상 (608.1/㎕),1
50-99 (406.9/㎕),1
100이상 (682.1/㎕),1
100이상 (2455.4/㎕),1
50-99 (281.1/㎕),1
100이상 (5235.7/㎕),1
100이상 (14111.6/㎕),1
100이상 (3049.1/㎕),1
50-99 (287.0/㎕),1
50-99 (382.7/㎕),1
50-99 (335.6/㎕),1
10-25 (85.5/㎕),1
25-50 (169.6/㎕),1
100이상 (710.1/㎕),1
100이상 (2180.0/㎕),1
100이상 (1395.5/㎕),1
100이상 (3549.6/㎕),1
100이상 (5501.4/㎕),1
100이상 (1066.4/㎕),1
100이상 (8534.7/㎕),1
25-50 (183.7/㎕),1
100이상 (624.1/㎕),1
100이상 (1068.2/㎕),1
100이상 (844.7/㎕),1
100이상 (1801.2/㎕),1
100이상 (1299.4/㎕),1
100이상 (5295.3/㎕),1
100이상 (2899.7/㎕),1
25-50 (173.6/㎕),1
100이상 (15398.7/㎕),1
100이상 (654.7/㎕),1
50-99 (350.1/㎕),1
100이상 (11460.6/㎕),1
100이상 (682.0/㎕),1
100이상 (8841.4/㎕),1
50-99 (436.9/㎕),1
100이상 (695.2/㎕),1
100이상 (3002.8/㎕),1
100이상 (11568.1/㎕),1
100이상 (934.0/㎕),1
100이상 (35392.1/㎕),1
50-99 (334.9/㎕),1
100이상 (8682.3/㎕),1
100이상 (4258.8/㎕),1
100이상 (13743.1/㎕),1
100이상 (23625.2/㎕),1
100이상 (620.3/㎕),1
100이상 (719.5/㎕),1
100이상 (9213.5/㎕),1
100이상 (22341.5/㎕),1
100이상 (19645.0/㎕),1
100이상 (28040.3/㎕),1
100이상 (8796.1/㎕),1
100이상 (14185.3/㎕),1
100이상 (724.1/㎕),1
100이상 (663.8/㎕),1
100이상 (6717.4/㎕),1
100이상 (1871.8/㎕),1
100이상 (11995.3/㎕),1
100이상 (1511.7/㎕),1
25-50 (162.9/㎕),1
25-50 (174.7/㎕),1
100이상 (3235.1/㎕),1
100이상 (3565.1/㎕),1
100이상 (1405.4/㎕),1
100이상 (5183.7/㎕),1
100이상 (47641.4/㎕),1
100이상 (32620.4/㎕),1
100이상 (11500.9/㎕),1
100이상 (901.3/㎕),1
50-99 (491.6/㎕),1
25-50 (260.5/㎕),1
100이상 (14083.6/㎕),1
25-50 (210.7/㎕),1
50-99 (384.2/㎕),1
25-50 (254.8/㎕),1
50-99 (506.0/㎕),1
100이상 (18983.8/㎕),1
100이상 (827.4/㎕),1
50-99 (397.8/㎕),1
100이상 (1771.7/㎕),1
10-25 (116.0/㎕),1
100이상 (3651.9/㎕),1
100이상 (744.1/㎕),1
25-50 (151.7/㎕),1
50-99 (283.9/㎕),1
100이상 (741.1/㎕),1
50-99 (374.2/㎕),1
100이상 (2533.3/㎕),1
100이상 (7032.6/㎕),1
100이상 (4527.0/㎕),1
100이상 (1418.8/㎕),1
100이상 (2221.1/㎕),1
100이상 (1483.9/㎕),1
100이상 (2362.6/㎕),1
100이상 (917.2/㎕),1
100이상 (870.1/㎕),1
25-50 (160.0/㎕),1
25-50 (226.4/㎕),1
100이상 (996.9/㎕),1
25-50 (262.2/㎕),1
100이상 (2369.6/㎕),1
100이상 (7962.4/㎕),1
100이상 (1043.7/㎕),1
100이상 (3862.5/㎕),1
100이상 (1799.0/㎕),1
100이상 (618.5/㎕),1
100이상 (1228.8/㎕),1
10-25 (78.9/㎕),1
